Rank	Taxon	Count
species	213185	1
species	213554	1
species	213783	1
species	214851	1
species	214853	1
species	214856	1
species	214888	1
species	215591	1
species	215690	1
species	215803	1
species	215813	1
species	216142	1
species	216463	1
species	216465	1
species	216778	1
species	216816	1
species	216933	1
species	216935	1
species	216942	1
species	216944	1
species	216945	1
species	216946	1
species	217090	1
species	217159	1
species	217168	1
species	217169	1
species	217219	1
species	217511	1
species	218140	1
species	218208	1
species	218284	1
species	218538	1
species	218670	1
species	218936	1
species	219182	1
species	219301	1
species	219314	1
species	219571	1
species	219748	1
species	220343	1
species	220684	1
species	220685	1
species	220686	1
species	220697	1
species	220714	2
species	220754	1
species	221027	1
species	221066	1
species	221126	1
species	221287	1
species	221359	1
species	221360	1
species	221711	1
species	222534	1
species	222814	1
species	222984	1
species	223184	1
species	223527	1
species	223786	1
species	223900	1
species	223903	1
species	223967	2
species	224012	1
species	224719	1
species	224999	1
species	225194	1
species	225196	1
species	225324	1
species	225326	2
species	225422	1
species	225453	1
species	225762	1
species	225843	1
species	225848	1
species	225906	1
species	225917	1
species	225971	1
species	225985	1
species	225991	1
species	225992	1
species	226010	1
species	226504	1
species	226505	1
species	227084	1
species	227138	1
species	227319	1
species	227598	1
species	227942	1
species	227943	2
species	227944	1
species	228006	1
species	228229	1
species	228574	1
species	228599	1
species	228601	1
species	228602	1
species	228604	1
species	228745	1
species	228748	1
species	228955	1
species	228959	1
species	229204	1
species	229480	1
species	229545	1
species	229549	1
species	229731	1
species	229920	2
species	229921	1
species	229980	2
species	230105	1
species	230143	1
species	230356	1
species	230361	1
species	230667	1
species	231049	1
species	231053	1
species	231233	1
species	231434	1
species	231440	1
species	231447	1
species	231455	1
species	232216	1
species	232259	1
species	232270	1
species	232348	1
species	232363	1
species	233055	1
species	233100	1
species	233181	1
species	233316	1
species	234827	1
species	234828	1
species	235931	1
species	235985	1
species	236814	2
species	237018	1
species	237069	1
species	237258	1
species	237373	1
species	237576	1
species	237609	1
species	237679	1
species	237682	1
species	237727	1
species	238012	1
species	238013	1
species	238015	1
species	239935	2
species	239984	1
species	240125	1
species	240237	1
species	240302	1
species	240427	1
species	240495	1
species	241244	1
species	241425	1
species	241555	1
species	242703	1
species	242750	1
species	243063	1
species	243629	1
species	243924	1
species	244292	1
species	244328	3
species	244363	1
species	244365	1
species	244573	1
species	244582	1
species	244596	1
species	244787	1
species	245160	1
species	245188	1
species	245836	1
species	246144	1
species	246167	1
species	246272	1
species	246273	1
species	246432	1
species	246602	1
species	246787	1
species	246969	1
species	247333	1
species	247490	1
species	247633	1
species	247634	1
species	247639	1
species	248039	1
species	248452	1
species	249402	1
species	249403	1
species	249408	1
species	249581	1
species	251535	1
species	251701	1
species	251747	1
species	252302	1
species	252307	1
species	252966	1
species	253107	1
species	253239	1
species	253245	1
species	253314	1
species	254410	1
species	254757	1
species	254759	1
species	254787	1
species	255507	1
species	255919	1
species	256035	1
species	256618	1
species	256701	2
species	256821	1
species	256847	1
species	257003	1
species	257275	1
species	257440	1
species	257708	1
species	258224	1
species	258256	1
species	258515	1
species	258533	1
species	258591	1
species	259059	1
species	259354	1
species	259390	1
species	259537	1
species	260552	1
species	260714	1
species	261164	1
species	261292	1
species	261299	1
species	261391	1
species	261685	1
species	261934	1
species	261964	1
species	262077	1
species	262325	1
species	262668	1
species	262806	1
species	263378	1
species	263437	1
species	263474	1
species	263475	1
species	263511	6
species	263818	1
species	263906	1
species	263908	1
species	263909	1
species	264027	2
species	264148	1
species	264463	1
species	264574	1
species	264634	1
species	264635	1
species	264636	1
species	264638	1
species	264641	1
species	265291	1
species	265425	1
species	265426	1
species	265429	1
species	265470	1
species	265477	1
species	265606	4
species	265719	1
species	265726	1
species	265729	1
species	265948	1
species	266009	1
species	266128	1
species	266748	1
species	266749	1
species	266762	1
species	266779	1
species	266805	1
species	266809	1
species	266854	1
species	266892	1
species	267212	1
species	267364	1
species	267633	1
species	267818	1
species	267850	1
species	268141	3
species	269261	1
species	269666	1
species	269673	1
species	269774	1
species	270250	2
species	270351	2
species	270374	1
species	270495	1
species	270496	1
species	270498	1
species	270636	1
species	270918	1
species	271065	1
species	271091	1
species	271097	1
species	271155	1
species	271417	1
species	271420	1
species	271431	1
species	272129	1
species	272131	1
species	272164	1
species	272240	1
species	272548	1
species	273164	1
species	273376	1
species	273677	1
species	273678	2
species	274539	1
species	274854	1
species	277988	2
species	278132	1
species	278961	1
species	278963	1
species	278991	1
species	279113	1
species	279356	1
species	279360	1
species	279369	1
species	279572	1
species	279813	1
species	279832	1
species	280236	1
species	280239	1
species	280240	1
species	281091	1
species	281120	1
species	281456	1
species	281473	1
species	281714	1
species	282197	1
species	282199	1
species	282402	1
species	282685	1
species	283734	1
species	283737	1
species	283811	1
species	284016	1
species	284581	1
species	285091	1
species	285109	1
species	285268	1
species	285279	1
species	285450	1
species	285473	1
species	285679	1
species	285983	1
species	286420	1
species	286638	1
species	286730	1
species	286802	1
species	286804	1
species	287478	1
species	287487	1
species	287535	1
species	287844	1
species	288022	1
species	288965	1
species	288966	1
species	288992	1
species	290052	1
species	290055	1
species	290309	1
species	290399	1
species	290400	1
species	290732	1
species	291048	1
species	291169	1
species	291176	1
species	291644	1
species	291968	1
species	291985	1
species	291990	1
species	291995	1
species	292222	1
species	292407	1
species	292566	1
species	292800	1
species	292806	1
species	292913	1
species	293089	1
species	293091	4
species	293256	1
species	293371	1
species	293552	1
species	293647	1
species	293890	1
species	294710	1
species	295419	1
species	296218	1
species	296591	1
species	296745	1
species	298163	1
species	298654	1
species	298655	1
species	298657	1
species	299567	1
species	300019	1
species	300020	1
species	300028	1
species	300231	1
species	300419	1
species	301092	1
species	301148	1
species	301301	1
species	301302	1
species	301375	3
species	301388	1
species	301541	1
species	302406	1
species	302449	1
species	302481	1
species	303240	1
species	303241	1
species	303541	2
species	303682	1
species	304207	3
species	304736	1
species	304766	1
species	304895	1
species	304901	1
species	305507	1
species	305719	1
species	305900	2
species	305977	1
species	306205	1
species	306543	1
species	306546	1
species	307124	1
species	307480	1
species	307486	1
species	307521	1
species	307643	1
species	308354	1
species	308892	1
species	309120	1
species	309797	1
species	309805	1
species	309806	1
species	309868	1
species	309886	1
species	309888	1
species	310037	1
species	310297	1
species	310298	1
species	310300	1
species	310514	1
species	310782	1
species	310783	1
species	311208	1
species	311244	1
species	311400	1
species	311410	2
species	311458	1
species	312277	1
species	312279	1
species	312284	1
species	312306	1
species	312540	2
species	313367	1
species	313439	1
species	313588	1
species	313589	1
species	313603	1
species	313625	1
species	313985	1
species	314254	1
species	314255	1
species	314263	1
species	314264	1
species	314270	1
species	314275	4
species	314277	1
species	314281	1
species	314282	1
species	314287	1
species	314319	1
species	314344	1
species	314722	3
species	315358	1
species	315405	1
species	315423	1
species	316068	1
species	316277	1
species	316278	1
species	316279	1
species	316330	1
species	317018	1
species	317577	1
species	317936	1
species	318425	1
species	318456	1
species	318464	1
species	319236	1
species	319475	1
species	319652	1
species	319653	1
species	319938	1
species	319939	1
species	320324	1
species	320497	1
species	320778	1
species	320787	1
species	320799	1
species	320912	2
species	321267	1
species	321327	1
species	321332	1
species	321339	1
species	321763	1
species	321961	1
species	322095	2
species	322505	4
species	323450	1
species	324057	1
species	324767	1
species	325473	1
species	325775	1
species	326069	1
species	326320	2
species	326329	1
species	326544	2
species	327095	1
species	327160	1
species	327277	1
species	328301	1
species	328515	1
species	328812	1
species	328814	1
species	329163	1
species	329858	1
species	330084	1
species	330214	1
species	330734	1
species	330834	1
species	331526	1
species	331679	1
species	331869	1
species	331992	1
species	332056	1
species	332095	1
species	332163	1
species	332168	1
species	332186	1
species	332249	1
species	332410	1
species	332953	1
species	332977	1
species	332999	1
species	333140	1
species	333367	1
species	334543	1
species	334545	1
species	334735	1
species	334771	1
species	334858	1
species	335952	1
species	335972	1
species	336261	2
species	336566	1
species	336804	1
species	336828	2
species	336829	1
species	336831	1
species	336988	1
species	336989	1
species	337090	1
species	337097	1
species	337702	1
species	338188	1
species	338192	1
species	339268	1
species	339722	1
species	339862	1
species	339866	1
species	340021	1
species	340044	1
species	340071	1
species	340095	1
species	340097	1
species	340467	1
species	340680	1
species	340956	1
species	341036	1
species	341045	1
species	341220	1
species	341225	1
species	341694	1
species	341722	1
species	342002	1
species	342230	1
species	342942	1
species	342948	1
species	342949	1
species	342955	1
species	343013	1
species	343232	1
species	343517	1
species	344736	1
species	344881	1
species	344882	1
species	344884	1
species	345309	1
species	345341	1
species	345632	1
species	345663	1
species	346045	1
species	346179	1
species	346181	1
species	346188	1
species	346377	1
species	346665	1
species	347481	1
species	348043	1
species	348151	1
species	348582	1
species	348818	1
species	348842	1
species	349064	1
species	349106	1
species	349221	1
species	349751	1
species	349933	1
species	350894	1
species	351016	1
species	351052	1
species	351091	1
species	351095	1
species	351604	1
species	351671	1
species	352353	1
species	353800	1
species	354197	1
species	354246	1
species	354355	1
species	354356	1
species	354630	1
species	355243	1
species	355249	1
species	356302	1
species	356305	1
species	356658	1
species	356662	1
species	356828	1
species	356829	1
species	357233	1
species	357278	1
species	357794	1
species	357808	1
species	358100	1
species	358743	2
species	358766	1
species	359159	1
species	359303	1
species	359359	1
species	359408	1
species	360054	1
species	360055	1
species	360056	1
species	360293	1
species	360313	1
species	360411	2
species	360412	1
species	360807	1
species	361041	1
species	361055	1
species	361101	1
species	361277	1
species	361575	2
species	362257	1
species	362520	1
species	362787	1
species	362837	1
species	363259	1
species	363265	1
species	363832	1
species	363858	1
species	363870	1
species	363872	1
species	363953	1
species	364032	1
species	364039	1
species	364298	1
species	364317	1
species	364410	1
species	364763	1
species	364764	1
species	365343	1
species	365349	1
species	365528	1
species	365533	1
species	366522	1
species	366586	1
species	367189	1
species	367299	1
species	367336	1
species	367488	1
species	367806	1
species	367840	1
species	368405	1
species	368602	1
species	368603	2
species	368623	1
species	368624	1
species	368811	1
species	368812	1
species	369333	1
species	369791	1
species	369829	1
species	370323	1
species	370405	1
species	370622	1
species	370776	1
species	370974	1
species	370977	1
species	370978	1
species	371042	1
species	371731	1
species	372787	1
species	373054	1
species	373391	1
species	373638	2
species	373994	1
species	374106	1
species	374838	1
species	374981	1
species	374982	1
species	375061	1
species	375286	1
species	375574	1
species	375761	1
species	375929	1
species	376171	1
species	376219	2
species	376351	1
species	376470	1
species	376489	1
species	376730	2
species	376733	1
species	376804	1
species	376805	1
species	376807	1
species	377615	1
species	378211	1
species	378548	1
species	379064	1
