Rank	Taxon	Count
species	508869	1
species	510946	1
species	510955	1
species	511435	1
species	511746	1
species	512402	2
species	513050	1
species	513223	1
species	515264	1
species	515351	1
species	515814	1
species	515897	1
species	516051	1
species	516075	1
species	516700	1
species	516703	1
species	516704	2
species	517011	1
species	517722	1
species	518643	1
species	519050	2
species	519051	1
species	519424	1
species	519452	1
species	519989	1
species	520762	1
species	520764	1
species	520767	1
species	521392	1
species	521720	1
species	522492	1
species	522773	1
species	523742	1
species	525917	1
species	525918	1
species	526067	1
species	526216	1
species	528191	1
species	528209	2
species	528244	1
species	529705	1
species	529823	1
species	529884	1
species	531813	1
species	531814	1
species	531844	1
species	533267	1
species	536979	1
species	540060	1
species	540500	1
species	540746	1
species	540747	1
species	540988	1
species	541095	1
species	543877	1
species	544580	1
species	544581	1
species	544644	2
species	544645	1
species	544911	1
species	545123	1
species	545276	1
species	545501	1
species	545534	1
species	545619	1
species	546871	1
species	547188	1
species	549003	1
species	549169	1
species	549295	1
species	549685	1
species	550447	1
species	551276	1
species	551760	1
species	551788	1
species	551947	1
species	551990	1
species	551991	1
species	551996	1
species	552061	1
species	552063	1
species	552396	1
species	552398	1
species	552518	1
species	552810	1
species	553088	1
species	553151	1
species	553239	1
species	553384	1
species	553385	1
species	553386	1
species	553611	1
species	554083	1
species	555313	1
species	555500	1
species	555791	1
species	555793	1
species	556259	1
species	556262	1
species	556287	7
species	556325	1
species	556499	1
species	556548	1
species	558151	1
species	558152	1
species	558155	1
species	558169	1
species	558170	1
species	561184	1
species	561440	1
species	561879	1
species	561965	1
species	563176	1
species	563177	1
species	563188	1
species	564137	1
species	564415	1
species	565033	1
species	566466	1
species	568899	1
species	569153	1
species	569857	1
species	569882	1
species	570161	1
species	570267	1
species	570519	1
species	570521	1
species	570835	1
species	571298	1
species	571913	1
species	571915	1
species	571933	1
species	573321	1
species	573497	1
species	573569	1
species	574349	1
species	574376	1
species	574560	1
species	574930	1
species	574962	1
species	575200	1
species	576131	1
species	576610	1
species	576611	1
species	576784	1
species	578942	1
species	579478	1
species	579483	1
species	579922	1
species	580026	1
species	580165	1
species	582419	1
species	582475	1
species	582514	1
species	582680	1
species	582692	1
species	585423	1
species	585425	1
species	586411	1
species	586416	1
species	587909	1
species	588672	1
species	589436	1
species	589437	1
species	589537	1
species	589554	1
species	589873	1
species	590061	1
species	590849	1
species	591154	1
species	591197	1
species	591206	1
species	592978	1
species	593133	1
species	594679	1
species	595434	1
species	595460	1
species	596085	1
species	596152	1
species	598660	1
species	604330	2
species	604332	1
species	607711	1
species	607712	1
species	608505	1
species	610244	1
species	613199	1
species	613202	1
species	616990	1
species	616991	1
species	616992	1
species	617001	1
species	619304	2
species	622488	1
species	622637	1
species	624147	1
species	624186	1
species	626084	1
species	626930	1
species	626931	1
species	626932	1
species	626933	1
species	626934	1
species	626935	1
species	626938	1
species	626940	2
species	627192	1
species	629773	1
species	630403	1
species	631362	1
species	632569	1
species	632773	1
species	632955	1
species	633131	1
species	633701	1
species	634436	1
species	637971	1
species	638617	1
species	638619	1
species	638849	1
species	639030	1
species	639313	1
species	640331	4
species	641549	1
species	641691	1
species	642227	1
species	643674	1
species	644281	1
species	645110	1
species	645273	1
species	645274	1
species	645578	1
species	647910	1
species	648782	1
species	649507	1
species	649739	1
species	649746	1
species	649756	1
species	649831	1
species	649841	1
species	651143	1
species	651183	1
species	651457	1
species	651822	1
species	652706	1
species	652708	1
species	653940	1
species	653954	1
species	655338	1
species	655353	1
species	656024	1
species	656519	1
species	657014	1
species	657326	1
species	657445	4
species	658057	1
species	658062	1
species	658167	1
species	658657	1
species	659018	1
species	660064	1
species	660537	1
species	661086	1
species	661190	1
species	661979	1
species	662367	1
species	663275	1
species	663610	1
species	664638	1
species	664639	1
species	665099	1
species	665126	1
species	665467	1
species	665550	1
species	665792	1
species	666563	1
species	666685	1
species	666686	1
species	667126	2
species	667135	1
species	667137	1
species	667138	1
species	667306	1
species	667632	1
species	668331	1
species	668625	1
species	669041	1
species	669359	1
species	669461	1
species	669462	1
species	669502	1
species	670482	1
species	671143	1
species	671218	1
species	671222	1
species	671224	2
species	671229	1
species	671266	1
species	671622	1
species	672794	1
species	673860	1
species	673862	1
species	674703	1
species	675864	1
species	676517	1
species	676599	1
species	679249	1
species	679259	1
species	680026	1
species	680279	1
species	682956	1
species	683125	1
species	683846	1
species	684063	1
species	684065	1
species	684719	1
species	685778	1
species	686578	1
species	686597	1
species	686831	1
species	687412	1
species	687436	1
species	687842	1
species	689781	1
species	690417	1
species	690879	1
species	693075	1
species	693851	1
species	694055	1
species	696762	1
species	698769	1
species	698827	1
species	699192	1
species	699262	1
species	702114	1
species	702383	1
species	706435	1
species	706570	1
species	708132	1
species	709323	1
species	709839	1
species	710239	1
species	712121	1
species	712124	1
species	712156	1
species	712212	1
species	712217	1
species	712218	1
species	712258	1
species	712357	1
species	712430	1
species	712469	1
species	712888	1
species	712934	2
species	712991	1
species	713887	2
species	714067	1
species	714549	6
species	716925	1
species	717609	1
species	717785	1
species	718217	1
species	720605	1
species	721133	1
species	721785	1
species	722472	2
species	723171	1
species	723172	1
species	728005	1
species	732234	1
species	732242	1
species	742723	1
species	743722	1
species	744979	1
species	744980	1
species	744985	1
species	745014	1
species	745365	1
species	746032	1
species	746033	1
species	747377	1
species	748247	1
species	748650	1
species	748811	1
species	751944	1
species	751994	1
species	752140	1
species	752179	1
species	754409	1
species	754476	1
species	754477	1
species	756883	1
species	756892	2
species	758823	1
species	758825	1
species	758826	1
species	758828	1
species	759620	4
species	759851	1
species	762209	1
species	762210	1
species	762211	1
species	762212	1
species	762954	1
species	765840	1
species	766499	1
species	767892	1
species	794903	1
species	795666	1
species	795830	1
species	795955	1
species	796334	1
species	796937	1
species	796942	1
species	856854	1
species	857041	1
species	857265	1
species	859058	1
species	859653	1
species	860235	1
species	860575	1
species	861299	1
species	863921	1
species	864051	1
species	864069	1
species	864702	1
species	866786	1
species	866790	1
species	866801	1
species	867845	1
species	867917	1
species	868131	1
species	869279	1
species	870903	1
species	871203	1
species	871325	1
species	871651	1
species	872327	2
species	872330	1
species	872965	1
species	874156	1
species	875171	1
species	875328	1
species	876044	1
species	876270	1
species	876478	1
species	877406	1
species	877411	1
species	877414	1
species	877415	1
species	877421	1
species	877424	1
species	877455	1
species	877500	1
species	879274	1
species	879567	1
species	881893	1
species	882104	1
species	884107	1
species	884684	1
species	885581	1
species	888845	1
species	889306	1
species	890420	1
species	891974	1
species	906888	2
species	908340	1
species	908809	1
species	909613	1
species	909625	1
species	909943	1
species	910048	1
species	911092	5
species	911112	1
species	912594	1
species	913025	1
species	913326	1
species	913328	1
species	913329	1
species	913331	1
species	913333	1
species	913337	1
species	913338	1
species	913865	1
species	913969	1
species	914150	1
species	915059	1
species	925409	1
species	926447	1
species	927083	1
species	927669	1
species	927677	1
species	928210	1
species	928856	1
species	930128	1
species	930129	1
species	930138	1
species	930802	1
species	930806	1
species	931533	1
species	931534	1
species	932036	1
species	932037	1
species	932038	1
species	932039	1
species	932040	1
species	932041	1
species	932043	1
species	932044	1
species	933262	1
species	935261	1
species	935700	1
species	935837	1
species	935840	1
species	935849	1
species	935863	1
species	935866	1
species	936370	1
species	936456	1
species	936476	1
species	936550	1
species	936573	1
species	936588	1
species	936595	1
species	936599	1
species	937450	1
species	937772	1
species	938278	1
species	938288	1
species	938289	1
species	938293	1
species	938457	1
species	938467	1
species	938518	1
species	938557	1
species	938631	1
species	938672	1
species	939126	1
species	939195	1
species	939301	1
species	939374	1
species	939390	1
species	939568	1
species	939696	1
species	939745	1
species	939844	1
species	939909	1
species	939920	1
species	939921	1
species	940614	1
species	940615	1
species	941449	1
species	942150	1
species	943347	1
species	943673	1
species	943816	1
species	943936	1
species	944479	1
species	944481	1
species	944547	1
species	944671	2
species	945692	1
species	947013	1
species	947309	1
species	948077	1
species	948107	1
species	957042	3
species	971279	1
species	979982	1
species	980251	1
species	980254	1
species	980427	1
species	981384	1
species	983544	1
species	983545	1
species	983706	1
species	984307	1
species	985052	1
species	985054	1
species	988801	1
species	990068	1
species	990268	1
species	990371	1
species	990712	1
species	991904	1
species	993692	1
species	994692	1
species	994695	1
species	994696	1
species	996166	1
species	996342	1
species	997346	1
species	998084	1
species	999151	1
species	999627	1
species	999894	1
species	999898	1
species	1000569	1
species	1001240	1
species	1002672	1
species	1003110	1
species	1003181	1
species	1004326	1
species	1005039	1
species	1006005	1
species	1006155	1
species	1006576	1
species	1007084	2
species	1007105	1
species	1007109	1
species	1007118	1
species	1007119	1
species	1007120	1
species	1007121	1
species	1007122	1
species	1007654	1
species	1007676	1
species	1008392	1
species	1008460	1
species	1009415	1
species	1009417	1
species	1009418	1
species	1009419	1
species	1009420	1
species	1009422	1
species	1009425	1
species	1009426	1
species	1009708	1
species	1009709	1
species	1009711	1
species	1017273	1
species	1017277	2
species	1027271	1
species	1027273	1
species	1027374	1
species	1028989	1
species	1030157	1
species	1031542	1
species	1032506	1
species	1032527	1
species	1032851	1
species	1033734	1
species	1033736	1
species	1033738	1
species	1033739	1
species	1033740	1
species	1033741	1
species	1033846	1
species	1033854	1
species	1034015	1
species	1034346	1
species	1034943	1
species	1034944	1
species	1035120	1
species	1036674	1
species	1040989	1
species	1041504	1
species	1042156	1
species	1042376	1
species	1042378	1
species	1042877	1
species	1043493	1
species	1045009	1
species	1046117	1
species	1046935	1
species	1046967	1
species	1046970	1
species	1046982	1
species	1046983	1
species	1047034	1
species	1047038	1
species	1047041	1
species	1047054	1
species	1048340	1
species	1048380	1
species	1048758	1
species	1048983	1
species	1049581	1
species	1050174	1
species	1050222	1
species	1050843	1
species	1052801	1
species	1052802	1
species	1052804	1
species	1052805	1
species	1052806	1
species	1052808	1
species	1052810	1
species	1052813	1
species	1052817	1
species	1054213	1
species	1054217	1
species	1054942	1
species	1054943	1
species	1054944	1
species	1054945	1
species	1054946	1
species	1054947	1
species	1055192	1
species	1055487	2
species	1055723	2
species	1056511	1
species	1056512	1
species	1056807	1
species	1056816	1
species	1068590	1
species	1069073	1
species	1069827	1
species	1070130	1
species	1071073	1
species	1071080	1
species	1071085	1
species	1072256	1
species	1073330	1
species	1073414	1
species	1073423	1
species	1073573	1
species	1073996	1
species	1074049	1
species	1074467	1
species	1075417	1
species	1075768	1
species	1076550	1
species	1076588	1
species	1076592	1
species	1076937	1
species	1077936	1
species	1077947	1
species	1078085	1
species	1078091	1
species	1078471	1
species	1078480	1
species	1079800	1
species	1079859	1
species	1079994	2
species	1080712	1
species	1081644	1
species	1082479	1
species	1085028	1
species	1085624	1
species	1087332	1
species	1087449	1
species	1088740	1
species	1089444	1
species	1094755	1
species	1094954	1
species	1096856	1
species	1097667	1
species	1101190	1
species	1101192	1
species	1104324	1
species	1104566	1
species	1104568	1
species	1104598	1
species	1104601	1
species	1104605	1
species	1104615	1
species	1104619	1
species	1104620	1
species	1105367	1
species	1109412	1
species	1109438	1
species	1110389	1
species	1111107	1
species	1111121	1
species	1111134	1
species	1111135	1
species	1111454	1
species	1112215	1
species	1112216	1
species	1112274	1
species	1114924	1
species	1116369	1
species	1117645	1
species	1118054	1
species	1118058	1
species	1118061	1
species	1118153	1
species	1118202	1
species	1119528	1
species	1120523	1
species	1120568	1
species	1120652	1
species	1120658	1
species	1120688	1
species	1120746	1
species	1120792	1
species	1120938	1
species	1120986	1
species	1120994	1
species	1121084	1
species	1121252	1
species	1121276	1
species	1121298	1
species	1121358	1
species	1121721	1
species	1121832	1
species	1121961	1
species	1122204	1
species	1122941	2
species	1122943	1
species	1123045	1
species	1123067	1
species	1123352	1
species	1123518	1
species	1123866	1
species	1124597	1
species	1124835	1
species	1125847	1
species	1125964	1
species	1125965	1
species	1125973	1
species	1125979	1
species	1126833	1
species	1128421	1
species	1128427	1
species	1128911	1
species	1128970	1
species	1129792	1
species	1130285	1
species	1130305	1
species	1130329	1
species	1130333	1
species	1130334	1
species	1130336	1
species	1130338	1
species	1130345	1
species	1131266	1
species	1131269	1
species	1131270	1
species	1131272	1
species	1131273	1
species	1131275	1
species	1131284	1
species	1131287	1
species	1131290	1
species	1131336	1
species	1131551	1
species	1131703	1
species	1131707	1
species	1131812	1
species	1131814	1
species	1132441	1
species	1133319	1
species	1134055	1
species	1134405	1
species	1134406	1
species	1134413	1
species	1134435	1
species	1134474	1
species	1134687	1
species	1136105	1
species	1137268	1
species	1137271	1
species	1137280	1
species	1137281	1
species	1137284	1
species	1137799	1
species	1137848	1
species	1138822	1
species	1141647	1
species	1141883	1
species	1144253	1
species	1144308	1
species	1144343	1
species	1144548	1
species	1147159	1
species	1148786	1
species	1150112	1
species	1150298	1
species	1150368	1
species	1150948	1
species	1151061	1
species	1155739	2
species	1155954	1
species	1156395	1
species	1156844	1
species	1156985	1
species	1157490	1
species	1157632	1
species	1157637	1
species	1157943	1
species	1158144	1
species	1158146	1
species	1158160	1
species	1158291	1
species	1158292	1
species	1158294	1
species	1158318	1
species	1158345	1
species	1158459	1
species	1159328	1
species	1159870	1
species	1160137	1
species	1160279	1
species	1160721	2
species	1160895	1
species	1161401	1
species	1161942	1
species	1162282	1
species	1162717	1
species	1163419	1
species	1163621	1
species	1164990	3
species	1165090	1
species	1165841	1
species	1165852	1
species	1166948	1
species	1167637	1
species	1167731	1
species	1168034	2
species	1168035	1
species	1168059	1
species	1168065	1
species	1169117	1
species	1169145	1
species	1169152	1
species	1169855	1
species	1170320	1
species	1172185	1
species	1172188	1
species	1172190	1
species	1172192	2
species	1173021	1
species	1173023	1
species	1173024	1
species	1173025	1
species	1173026	1
species	1173027	1
species	1173028	1
species	1173032	1
species	1173111	1
species	1173263	1
species	1173264	1
species	1174528	1
species	1175444	1
species	1175445	1
species	1175452	1
species	1176482	1
species	1176587	1
species	1176649	1
species	1177154	1
species	1177594	1
species	1177712	1
species	1177755	1
species	1177931	1
species	1178482	1
species	1178540	1
species	1178777	1
species	1178825	1
species	1179155	1
species	1182568	1
species	1182571	1
species	1183151	1
species	1183377	1
species	1184387	1
species	1185766	1
species	1186051	1
species	1187851	1
species	1188228	1
species	1189620	1
species	1190620	1
species	1190813	1
species	1191699	1
species	1192054	1
species	1193095	1
species	1194090	1
species	1195760	1
species	1195763	1
species	1196083	1
species	1196095	17
species	1196323	1
species	1196420	1
species	1197477	1
species	1197717	1
species	1197874	1
species	1198452	1
species	1199154	1
species	1199245	1
species	1200300	1
species	1200547	1
species	1200557	1
species	1200567	1
species	1200749	1
species	1201036	1
species	1201288	1
species	1201290	1
species	1202668	1
species	1202724	2
species	1202768	1
species	1203033	2
species	1203069	2
species	1203471	1
species	1203622	1
species	1203624	1
species	1206085	1
species	1206458	1
species	1206749	1
species	1207039	1
species	1207041	1
species	1207055	1
species	1207058	1
species	1208321	1
species	1208324	1
species	1208583	1
species	1208599	1
species	1208600	1
species	1211706	1
species	1211851	1
species	1214064	1
species	1214065	1
species	1214564	1
species	1216008	1
species	1217799	1
species	1218492	1
species	1218493	1
species	1218494	1
species	1218495	1
species	1218507	1
species	1218508	1
species	1218800	1
species	1219382	1
species	1219581	1
species	1219585	1
species	1220534	1
species	1220535	1
species	1221996	1
species	1223410	1
species	1223514	1
species	1224136	1
species	1224318	1
species	1224947	1
species	1225341	1
species	1225476	1
species	1225564	1
species	1225647	1
species	1225657	1
species	1226323	1
species	1226324	1
species	1226325	1
species	1227265	1
species	1227549	1
species	1227555	1
species	1229172	1
species	1229203	1
species	1229276	1
species	1229489	1
species	1229520	1
species	1229521	1
species	1229727	1
species	1229909	1
species	1230341	1
species	1230531	1
species	1230734	1
species	1231000	1
species	1231057	1
species	1231063	1
species	1231180	1
species	1231241	1
species	1231337	1
species	1232219	1
species	1232410	1
species	1232428	1
species	1232429	1
species	1232430	1
species	1232436	1
species	1232449	1
species	1232681	1
species	1232683	1
species	1232866	1
species	1233230	1
species	1233427	1
species	1233951	1
species	1234555	1
species	1234595	1
species	1234606	1
species	1235790	1
species	1235792	1
species	1235793	1
species	1235796	1
species	1235797	1
species	1235798	1
species	1235799	1
species	1235800	1
species	1235835	1
species	1235990	1
species	1235997	1
species	1236179	1
species	1236180	1
species	1236220	1
species	1238426	1
species	1238427	1
species	1238428	1
species	1239307	1
species	1241306	1
species	1242993	1
species	1243662	1
species	1243664	1
species	1244513	1
species	1244531	1
species	1244869	1
species	1245591	1
species	1245922	1
species	1246458	1
species	1246981	1
species	1247023	1
species	1247514	1
species	1247872	1
species	1247963	1
species	1248727	1
species	1248760	1
species	1248916	1
species	1248917	1
species	1249480	1
species	1249552	1
species	1249627	1
species	1249972	1
species	1249975	1
species	1249999	1
species	1250004	1
species	1250153	1
species	1250231	1
species	1250232	1
species	1254334	1
species	1260624	1
species	1262684	1
species	1262685	1
species	1262687	1
species	1262690	1
species	1262691	1
species	1262695	1
species	1262696	1
species	1262699	1
species	1262700	1
species	1262703	1
species	1262706	1
species	1262708	1
species	1262734	1
species	1262735	1
species	1262741	1
species	1262742	1
species	1262749	1
species	1262751	1
species	1262754	1
species	1262755	1
species	1262757	1
species	1262759	1
species	1262767	1
species	1262771	1
species	1262773	1
species	1262774	1
species	1262775	1
species	1262777	1
species	1262781	1
species	1262782	1
species	1262783	1
species	1262784	1
species	1262786	1
species	1262790	1
species	1262791	1
species	1262792	1
species	1262794	1
species	1262795	1
species	1262797	1
species	1262798	1
species	1262803	1
species	1262808	1
species	1262809	1
species	1262811	1
species	1262814	1
species	1262819	1
species	1262821	1
species	1262824	1
species	1262825	1
species	1262826	1
species	1262829	1
species	1262830	1
species	1262831	1
species	1262834	1
species	1262835	1
species	1262837	1
species	1262838	1
species	1262839	1
species	1262840	1
species	1262842	1
species	1262845	1
species	1262848	1
species	1262849	1
species	1262850	1
species	1262855	1
species	1262857	1
species	1262862	1
species	1262865	1
species	1262868	1
species	1262869	1
species	1262870	1
species	1262871	1
species	1262872	1
species	1262875	1
species	1262877	1
species	1262878	1
species	1262879	1
species	1262882	1
species	1262883	1
species	1262884	1
species	1262885	1
species	1262886	1
species	1262887	1
species	1262890	1
species	1262891	1
species	1262893	1
species	1262894	1
species	1262896	1
species	1262903	1
species	1262907	1
species	1262908	1
species	1262909	1
species	1262914	1
species	1262915	1
species	1262916	1
species	1262918	1
species	1262919	1
species	1262920	1
species	1262921	1
species	1262922	1
species	1262923	1
species	1262925	1
species	1262927	1
species	1262928	1
species	1262929	1
species	1262930	1
species	1262932	1
species	1262934	1
species	1262937	1
species	1262945	1
species	1262946	1
species	1262952	1
species	1262953	1
species	1262954	1
species	1262956	1
species	1262957	1
species	1262958	1
species	1262959	1
species	1262961	1
species	1262964	1
species	1262965	1
species	1262966	1
species	1262969	1
species	1262970	1
species	1262974	1
species	1262976	1
species	1262977	1
species	1262980	1
species	1262981	1
species	1262986	1
species	1262987	1
species	1262989	1
species	1262990	1
species	1262991	1
species	1262992	1
species	1262993	1
species	1262994	1
species	1262996	1
species	1262998	1
species	1263004	1
species	1263005	1
species	1263007	1
species	1263010	1
species	1263011	1
species	1263012	1
species	1263013	1
species	1263014	1
species	1263015	1
species	1263016	1
species	1263017	1
species	1263021	1
species	1263025	1
species	1263026	1
species	1263028	1
species	1263029	1
species	1263030	1
species	1263033	1
species	1263034	1
species	1263037	1
species	1263042	1
species	1263044	1
species	1263045	1
species	1263046	1
species	1263050	1
species	1263051	1
species	1263054	1
species	1263056	1
species	1263061	1
species	1263062	1
species	1263064	1
species	1263065	1
species	1263066	1
species	1263068	1
species	1263069	1
species	1263071	1
species	1263072	1
species	1263076	1
species	1263085	1
species	1263088	1
species	1263089	1
species	1263090	1
species	1263094	1
species	1263095	1
species	1263099	1
species	1263100	1
species	1263103	1
species	1263107	1
species	1263108	1
species	1263111	1
species	1263547	1
species	1263866	2
species	1263869	1
species	1263979	2
species	1264579	1
species	1265509	1
species	1265690	1
species	1265734	1
species	1266064	1
species	1266765	1
species	1267021	1
species	1267211	1
species	1267423	1
species	1267533	1
species	1267534	1
species	1267535	1
species	1267600	1
species	1267766	1
species	1267973	1
species	1267981	1
species	1268254	1
species	1270196	1
species	1273132	1
species	1273541	1
species	1274374	1
species	1274402	1
species	1274631	1
species	1276888	1
species	1279027	1
species	1280380	1
species	1280390	1
species	1280514	1
species	1280663	1
species	1280664	1
species	1280666	1
species	1280670	1
species	1280672	1
species	1280673	1
species	1280674	1
species	1280676	1
species	1280679	1
species	1280680	1
species	1280681	1
species	1280683	1
species	1280684	1
species	1280685	1
species	1280686	1
species	1280946	1
species	1280948	1
species	1282362	1
species	1282363	1
species	1282876	1
species	1283283	1
species	1283287	1
species	1283295	1
species	1284658	1
species	1284708	1
species	1284775	1
species	1285928	1
species	1286364	1
species	1286376	1
species	1286822	2
species	1287488	1
species	1287640	1
species	1287657	1
species	1287720	1
species	1288027	1
species	1288080	1
species	1288082	1
species	1288083	1
species	1288121	1
species	1288391	1
species	1288392	1
species	1288494	1
species	1288970	1
species	1289387	1
species	1290553	1
species	1291540	1
species	1292020	1
species	1292023	1
species	1292025	1
species	1293047	1
species	1293048	1
species	1293415	1
species	1293439	1
species	1293573	1
species	1293648	1
species	1294123	1
species	1294262	1
species	1295370	1
species	1295371	1
species	1295372	1
species	1295382	1
species	1295392	1
species	1295609	1
species	1295642	1
species	1296415	1
species	1297617	1
species	1298600	2
species	1298857	1
species	1298861	1
species	1298863	1
species	1298866	1
species	1298881	2
species	1298885	1
species	1298895	1
species	1298913	1
species	1299998	1
species	1300914	1
species	1301084	1
species	1301100	1
species	1301915	1
species	1302151	1
species	1302687	1
species	1302690	1
species	1304284	1
species	1304865	1
species	1304888	1
species	1304902	1
species	1305734	1
species	1305735	1
species	1305836	1
species	1305837	1
species	1306787	1
species	1306852	1
species	1306990	1
species	1307759	1
species	1307761	1
species	1307763	1
species	1307839	1
species	1309411	1
species	1312852	1
species	1312954	1
species	1312959	1
species	1313265	1
species	1313421	1
species	1314958	1
species	1316444	1
species	1316941	1
species	1317118	1
species	1317121	1
species	1317124	1
species	1318599	1
species	1318743	1
species	1320556	1
species	1321368	1
species	1321777	1
species	1321780	1
species	1321783	1
species	1323361	1
species	1324350	1
species	1324352	1
species	1324934	1
species	1325472	1
species	1325933	1
species	1325934	1
species	1326980	2
species	1329411	1
species	1329516	1
species	1329796	1
species	1329895	1
species	1330035	1
species	1330330	1
species	1330700	1
species	1332080	1
species	1332188	1
species	1333523	1
species	1333845	1
species	1333846	1
species	1333998	1
species	1334193	1
species	1335309	1
species	1335616	1
species	1335746	1
species	1335757	1
species	1336803	1
species	1337936	1
species	1338009	1
species	1338436	1
species	1339234	1
species	1339243	1
species	1339244	1
species	1339252	1
species	1339253	1
species	1340434	1
species	1341119	1
species	1341165	1
species	1342299	1
species	1342301	1
species	1342302	1
species	1342794	1
species	1343158	1
species	1344585	1
species	1346290	1
species	1347366	1
species	1347368	1
species	1347369	1
species	1347392	1
species	1347393	1
species	1348163	1
species	1348245	1
species	1348253	1
species	1348774	1
species	1348853	1
species	1349421	1
species	1349818	1
species	1350429	1
species	1350461	1
species	1352348	1
species	1353158	1
species	1353246	1
species	1353260	1
species	1353528	1
species	1353529	1
species	1353530	1
species	1353941	1
species	1354300	1
species	1354301	1
species	1355015	1
species	1355374	1
species	1355477	1
species	1356299	1
species	1356852	1
species	1358440	1
species	1365176	1
species	1366046	1
species	1367881	1
species	1378168	1
species	1379159	1
species	1379270	1
species	1379281	1
species	1379393	1
species	1379702	1
species	1379870	1
species	1379909	1
species	1379910	1
species	1380347	1
species	1380348	1
species	1380353	1
species	1380354	1
species	1380355	1
species	1380356	1
species	1380371	1
species	1380372	1
species	1380380	1
species	1380385	1
species	1380386	1
species	1380388	1
species	1380389	1
species	1380390	1
species	1380391	1
species	1380392	1
species	1380394	1
species	1380430	1
species	1380763	1
species	1380770	1
species	1381080	1
species	1381123	1
species	1381596	1
species	1381597	1
species	1382303	1
species	1382305	1
species	1382306	1
species	1382345	1
species	1382356	1
species	1382359	1
species	1382798	1
species	1384459	1
species	1385420	1
species	1385522	1
species	1385625	1
species	1385664	1
species	1385935	1
species	1385985	1
species	1386088	1
species	1386092	1
species	1386098	1
species	1387353	1
species	1387555	1
species	1387557	1
species	1389006	1
species	1390249	1
species	1391627	1
species	1391647	1
species	1391653	1
species	1391654	1
species	1392486	1
species	1392487	1
species	1392488	1
species	1392489	1
species	1392490	1
species	1392491	1
species	1392493	1
species	1392494	1
species	1392836	1
species	1392998	1
species	1393034	1
species	1393122	1
species	1394710	1
species	1394711	1
species	1394889	1
species	1396141	1
species	1396826	1
species	1396858	1
species	1397278	1
species	1397525	1
species	1397528	1
species	1397666	1
species	1400001	1
species	1400053	1
species	1400860	1
species	1400862	1
species	1402135	1
species	1402860	2
species	1403935	1
species	1404244	1
species	1405396	1
species	1406512	1
species	1407055	1
species	1407499	1
species	1407650	1
species	1408103	1
species	1408164	1
species	1408191	1
species	1408281	1
species	1408305	1
species	1408306	1
species	1408309	1
species	1408311	1
species	1408319	1
species	1408320	1
species	1408321	1
species	1408322	1
species	1408323	1
species	1408324	1
species	1408819	1
species	1409788	1
species	1410383	1
species	1410573	1
species	1410574	1
species	1410575	1
species	1410576	1
species	1410606	1
species	1410607	1
species	1410608	1
species	1410609	1
species	1410610	1
species	1410612	1
species	1410613	1
species	1410614	1
species	1410616	1
species	1410617	1
species	1410618	1
species	1410621	1
species	1410622	1
species	1410623	1
species	1410624	1
species	1410626	1
species	1410627	1
species	1410628	1
species	1410630	1
species	1410631	1
species	1410632	1
species	1410633	1
species	1410634	1
species	1410638	1
species	1410681	1
species	1411123	1
species	1411685	1
species	1412871	1
species	1412872	1
species	1412873	1
species	1412874	1
species	1413211	1
species	1414654	1
species	1414719	1
species	1414722	1
species	1414851	1
species	1415551	1
species	1415557	1
species	1415632	1
species	1415657	1
species	1415756	1
species	1416614	1
species	1416778	1
species	1417296	1
species	1419482	1
species	1420591	2
species	1420916	1
species	1420917	1
species	1421019	1
species	1424294	1
species	1427356	1
species	1427364	1
species	1427391	1
species	1428449	1
species	1428620	1
species	1428657	1
species	1429043	1
species	1429438	1
species	1429439	1
species	1429916	1
species	1430331	1
species	1431545	1
species	1431688	1
species	1431825	1
species	1432052	1
species	1432313	1
species	1432325	1
species	1432329	1
species	1433126	1
species	1434099	1
species	1434100	1
species	1434102	1
species	1434103	1
species	1434701	1
species	1434752	1
species	1435036	2
species	1436290	1
species	1437453	1
species	1437523	1
species	1439726	1
species	1441095	1
species	1442083	1
species	1443435	1
species	1443441	1
species	1444711	1
species	1444712	1
species	1444768	1
species	1444770	1
species	1445505	1
species	1446467	1
species	1448857	1
species	1448860	1
species	1448929	1
species	1449045	1
species	1449047	1
species	1449050	1
species	1449058	1
species	1449062	1
species	1449063	1
species	1449064	1
species	1449065	1
species	1449080	1
species	1449087	1
species	1449126	1
species	1450524	1
species	1450761	1
species	1452364	1
species	1452487	1
species	1453349	1
species	1453352	1
species	1454010	1
species	1454753	1
species	1454788	1
species	1455061	1
species	1457141	1
species	1457153	2
species	1457250	1
species	1458307	2
species	1458425	1
species	1458426	1
species	1458461	1
species	1458462	1
species	1458492	1
species	1459637	1
species	1460634	1
species	1460635	1
species	1460636	1
species	1460638	1
species	1460644	1
species	1460649	1
species	1460653	1
species	1461580	1
species	1461581	1
species	1461582	1
species	1461693	1
species	1461694	1
species	1462352	1
species	1462416	1
species	1462419	1
species	1462524	1
species	1462526	1
species	1462527	1
species	1462938	1
species	1463156	1
species	1463821	1
species	1463825	1
species	1463833	1
species	1463854	1
species	1463857	1
species	1463920	1
species	1464123	1
species	1464554	1
species	1465490	1
species	1465754	1
species	1465756	1
species	1465757	1
species	1465765	1
species	1465766	1
species	1465809	1
species	1465811	1
species	1465823	1
species	1465825	1
species	1465826	1
species	1468413	1
species	1468418	1
species	1468449	1
species	1469245	1
